grid_id,count,Longitude_round,Latitude_round
749,56,-118.492,34.022
750,3,-118.491,34.022
751,53,-118.49,34.022
752,73,-118.489,34.022
753,44,-118.488,34.022
754,56,-118.487,34.022
755,16,-118.486,34.022
756,13,-118.485,34.022
757,48,-118.483,34.022
758,40,-118.482,34.022
759,37,-118.48,34.022
760,76,-118.478,34.022
761,17,-118.477,34.022
762,33,-118.475,34.022
763,96,-118.474,34.022
764,22,-118.473,34.022
765,112,-118.472,34.022
766,268,-118.469,34.022
767,143,-118.466,34.022
768,214,-118.465,34.022
769,19,-118.464,34.022
770,26,-118.463,34.022
771,29,-118.462,34.022
772,3,-118.46,34.022
773,12,-118.458,34.022
774,37,-118.457,34.022
775,32,-118.456,34.022
776,14,-118.453,34.022
777,79,-118.451,34.022
778,67,-118.45,34.022
779,1,-118.448,34.022
780,55,-118.511,34.023
781,7,-118.51,34.023
782,22,-118.509,34.023
783,47,-118.508,34.023
784,39,-118.507,34.023
785,55,-118.506,34.023
786,84,-118.505,34.023
787,26,-118.504,34.023
788,5,-118.503,34.023
789,173,-118.502,34.023
790,115,-118.501,34.023
791,37,-118.5,34.023
792,70,-118.499,34.023
793,93,-118.498,34.023
794,81,-118.497,34.023
795,288,-118.495,34.023
796,194,-118.494,34.023
797,90,-118.493,34.023
798,125,-118.492,34.023
799,8,-118.491,34.023
800,11,-118.49,34.023
801,47,-118.488,34.023
802,50,-118.487,34.023
803,79,-118.486,34.023
804,121,-118.485,34.023
805,89,-118.484,34.023
806,60,-118.482,34.023
807,32,-118.481,34.023
808,33,-118.48,34.023
809,21,-118.479,34.023
810,28,-118.477,34.023
811,27,-118.476,34.023
812,141,-118.474,34.023
813,25,-118.472,34.023
814,122,-118.471,34.023
815,63,-118.47,34.023
816,232,-118.468,34.023
817,22,-118.467,34.023
818,78,-118.466,34.023
819,185,-118.464,34.023
820,130,-118.463,34.023
821,43,-118.462,34.023
822,24,-118.461,34.023
823,32,-118.459,34.023
824,10,-118.458,34.023
825,2,-118.457,34.023
826,15,-118.456,34.023
827,43,-118.455,34.023
828,26,-118.454,34.023
829,14,-118.452,34.023
830,24,-118.451,34.023
831,45,-118.449,34.023
832,69,-118.512,34.024
833,43,-118.51,34.024
834,39,-118.509,34.024
835,8,-118.508,34.024
836,19,-118.507,34.024
837,28,-118.506,34.024
838,53,-118.505,34.024
839,185,-118.504,34.024
840,11,-118.503,34.024
841,27,-118.502,34.024
842,114,-118.5,34.024
843,36,-118.499,34.024
844,84,-118.497,34.024
845,40,-118.496,34.024
846,5,-118.495,34.024
847,94,-118.494,34.024
848,122,-118.493,34.024
849,141,-118.492,34.024
850,75,-118.491,34.024
851,91,-118.49,34.024
852,16,-118.489,34.024
853,146,-118.487,34.024
854,101,-118.486,34.024
855,103,-118.485,34.024
856,96,-118.484,34.024
857,91,-118.483,34.024
858,11,-118.482,34.024
859,155,-118.481,34.024
860,16,-118.48,34.024
861,12,-118.479,34.024
862,28,-118.477,34.024
863,11,-118.476,34.024
864,38,-118.475,34.024
865,4,-118.474,34.024
866,15,-118.473,34.024
867,16,-118.472,34.024
868,43,-118.47,34.024
869,6,-118.469,34.024
870,36,-118.468,34.024
871,32,-118.467,34.024
872,37,-118.466,34.024
873,87,-118.465,34.024
874,10,-118.464,34.024
875,185,-118.461,34.024
876,166,-118.46,34.024
877,55,-118.459,34.024
878,15,-118.457,34.024
879,1,-118.456,34.024
880,1,-118.455,34.024
881,17,-118.454,34.024
882,33,-118.453,34.024
883,50,-118.45,34.024
884,13,-118.514,34.025
885,24,-118.512,34.025
886,4,-118.511,34.025
887,14,-118.51,34.025
888,18,-118.508,34.025
889,32,-118.506,34.025
890,18,-118.505,34.025
891,56,-118.504,34.025
892,96,-118.503,34.025
893,80,-118.502,34.025
894,25,-118.501,34.025
895,8,-118.5,34.025
896,104,-118.499,34.025
897,22,-118.498,34.025
898,20,-118.497,34.025
899,112,-118.496,34.025
900,22,-118.495,34.025
901,32,-118.494,34.025
902,116,-118.492,34.025
903,97,-118.491,34.025
904,133,-118.49,34.025
905,123,-118.489,34.025
906,26,-118.488,34.025
907,18,-118.487,34.025
908,148,-118.486,34.025
909,19,-118.485,34.025
910,33,-118.484,34.025
911,143,-118.483,34.025
912,17,-118.482,34.025
913,23,-118.481,34.025
914,51,-118.48,34.025
915,11,-118.479,34.025
916,17,-118.478,34.025
917,27,-118.476,34.025
918,93,-118.475,34.025
919,25,-118.474,34.025
920,5,-118.473,34.025
921,17,-118.472,34.025
922,10,-118.471,34.025
923,145,-118.47,34.025
924,212,-118.469,34.025
925,22,-118.468,34.025
926,12,-118.466,34.025
927,59,-118.465,34.025
928,36,-118.464,34.025
929,124,-118.463,34.025
930,51,-118.462,34.025
931,27,-118.461,34.025
932,72,-118.46,34.025
933,63,-118.459,34.025
934,56,-118.458,34.025
935,36,-118.456,34.025
936,2,-118.454,34.025
937,15,-118.453,34.025
938,54,-118.452,34.025
939,27,-118.516,34.026
940,451,-118.515,34.026
941,49,-118.513,34.026
942,11,-118.512,34.026
943,1,-118.511,34.026
944,28,-118.509,34.026
945,21,-118.507,34.026
946,6,-118.506,34.026
947,10,-118.505,34.026
948,47,-118.503,34.026
949,51,-118.502,34.026
950,72,-118.501,34.026
951,71,-118.5,34.026
952,96,-118.499,34.026
953,118,-118.498,34.026
954,6,-118.497,34.026
955,20,-118.496,34.026
956,58,-118.495,34.026
957,38,-118.493,34.026
958,147,-118.492,34.026
959,152,-118.49,34.026
960,545,-118.489,34.026
961,110,-118.488,34.026
962,9,-118.487,34.026
963,175,-118.486,34.026
964,29,-118.485,34.026
965,75,-118.484,34.026
966,196,-118.483,34.026
967,104,-118.482,34.026
968,40,-118.481,34.026
969,19,-118.48,34.026
970,42,-118.479,34.026
